doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,ward_k2,ward_k5,ward_k10,ward_k20,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2
1718,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1719,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,8,10,7,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1720,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1721,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1722,politics,0,1,1,0,2,4,4,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1723,business,1,1,1,4,1,1,8,6,1,8,6,10,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,15,11,11
1724,entertainment,1,0,0,2,3,2,2,5,9,15,19,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,14
1725,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1726,tech,1,1,1,1,4,3,1,8,8,10,8,8,0,1,1,2,4,2,9,4,2,18,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1727,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
1728,tech,1,0,0,2,3,2,9,5,8,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
1729,entertainment,1,0,0,2,3,2,1,5,9,9,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,1,1,2,3,0,0,0,0,1,1,1,1,1,7,5,6
1730,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
1731,business,0,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,13,13,3,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1732,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
1733,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1734,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1735,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1736,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1737,business,0,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1738,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1739,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
1740,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1741,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1742,politics,0,0,0,0,2,0,0,3,3,16,3,0,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,3,2,5
1743,sport,1,0,0,3,0,0,6,3,0,6,3,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1744,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
1745,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1746,tech,1,1,1,1,4,3,1,8,8,9,8,13,0,1,1,2,4,2,9,4,2,9,4,8,0,0,0,1,3,2,9,5,3,17,11,2,1,1,2,3,0,0,0,0,1,1,1,1,1,7,5,6
1747,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
1748,tech,1,1,1,1,4,3,1,8,8,10,11,13,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
1749,politics,0,1,1,0,2,4,0,1,3,16,16,3,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,3,7,12,0,0,0,0,1,1,1,1,1,7,5,6
1750,tech,1,1,1,1,4,3,1,8,7,1,4,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1751,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1752,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,2,2,3,17,1,17
1753,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1754,sport,1,0,0,3,0,0,6,2,0,6,3,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1755,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1756,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1757,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1758,politics,0,1,1,0,2,4,4,1,6,16,16,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,10,14,4
1759,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1760,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1761,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1762,tech,1,0,0,1,4,3,1,8,8,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,15,0,0,0,0,1,1,1,1,9,13,13,15
1763,tech,1,1,1,1,4,3,7,4,7,1,10,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,5,9,18,0,0,0,0,1,1,1,1,1,7,5,6
1764,sport,1,0,0,3,0,0,6,2,4,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1765,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1766,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1767,sport,1,0,0,3,0,0,6,2,4,6,3,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1768,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1769,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,17,1,17
1770,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,17,1,17
1771,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1772,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1773,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,1,1,0,0,0,0,2,2,7,7,6,6,8,7
1774,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1775,sport,1,0,0,3,0,0,6,2,4,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1776,business,0,1,1,0,2,4,5,1,3,4,4,11,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,17,0,0,0,1,0,0,2,2,3,16,16,16
1777,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1778,tech,1,1,1,1,4,3,1,8,7,9,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,5,10,20,0,0,0,0,1,1,1,1,1,11,9,9
1779,politics,0,1,1,0,2,4,5,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1780,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1781,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1782,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1783,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1784,business,1,1,1,4,1,1,7,4,5,7,15,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
1785,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1786,politics,0,1,1,0,2,4,4,1,6,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
1787,tech,1,1,1,1,4,3,5,8,3,5,10,13,0,1,1,2,4,2,5,4,6,15,18,6,0,0,0,0,0,0,9,5,3,16,16,14,2,5,10,20,0,0,0,1,0,0,4,4,5,9,11,18
1788,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1789,business,1,1,1,4,1,1,5,4,5,5,10,13,0,1,1,2,4,2,5,4,6,15,18,6,0,0,0,0,0,0,8,4,0,16,16,14,1,2,6,8,0,0,0,1,0,0,4,4,5,9,11,18
1790,politics,0,1,1,0,2,4,4,1,6,16,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
1791,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1792,sport,1,0,0,3,0,0,6,2,4,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1793,politics,0,1,1,0,2,4,0,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,4,3,0
1794,business,1,1,1,1,4,3,7,4,5,17,10,13,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,1,2,6,8,0,0,0,0,1,1,1,1,1,7,5,6
1795,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1796,politics,0,1,1,0,2,4,4,1,6,16,18,6,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,10,14,4
1797,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1798,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1799,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1800,entertainment,1,0,0,2,3,2,2,5,9,15,19,12,0,1,1,2,2,2,2,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
1801,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1802,politics,0,1,1,0,2,4,4,1,6,16,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,10,3,4
1803,business,1,1,1,4,1,1,7,4,5,7,4,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
1804,business,1,1,1,4,1,1,5,4,5,4,15,11,0,1,1,4,1,1,7,6,7,4,6,16,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,4,11
1805,sport,1,0,0,3,0,0,6,2,4,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1806,politics,0,1,1,0,2,4,0,1,3,16,13,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1807,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1808,business,1,1,1,4,1,1,5,6,1,4,14,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,11,18
1809,entertainment,1,1,1,1,4,3,1,8,7,1,4,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,9,5,10
1810,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1811,tech,1,1,1,1,4,3,1,8,8,19,8,8,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1812,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,9,4,2,18,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,14,0,0,0,0,1,1,1,1,1,7,5,6
1813,tech,1,0,0,3,0,0,6,8,8,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,1,2,6,8,0,0,0,0,1,1,1,1,9,13,13,15
1814,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1815,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1816,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1817,politics,0,1,1,0,2,4,0,1,3,0,16,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1818,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
1819,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,15,0,0,0,0,1,1,1,1,1,9,12,10
1820,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1821,tech,1,1,1,1,4,3,1,8,8,10,8,8,0,1,1,2,4,2,9,4,2,18,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,14,0,0,0,0,1,1,1,1,1,7,5,6
1822,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,9,5,3,17,11,2,2,5,10,19,0,0,0,0,1,1,1,1,1,11,5,8
1823,entertainment,1,1,1,2,3,2,2,4,5,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,2,5,9,18,0,0,0,0,2,2,7,7,6,6,8,7
1824,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1825,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,11
1826,politics,0,1,1,0,2,4,4,1,6,16,16,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1827,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1828,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,18,0,0,0,1,0,0,2,2,3,16,16,16
1829,business,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1830,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1831,politics,0,1,1,0,2,4,4,1,6,12,18,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1832,entertainment,1,0,0,2,3,2,2,5,0,2,4,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1833,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1834,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1835,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1836,tech,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
1837,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,18,0,0,0,1,0,0,2,2,3,16,16,16
1838,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1839,business,1,1,1,4,1,1,7,4,5,7,4,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
